frame,time_seconds,beat_position,bar_position,section,energy,dominant_slot,tension_chords,glassy_arps,broken_beat,granular_texture,temperature,top_k,cfg_musiccoca,cfg_notes,cfg_drums,drum_gate
864,34.56,59.904,14.976,pulse_entry,0.343885,tension_chords,0.387525,0.154222,0.120704,0.337549,0.9187,89,3.3097,0.7384,0.9026,0
865,34.6,59.9733,14.9933,pulse_entry,0.344288,granular_texture,0.327711,0.140901,0.135716,0.395672,0.9259,89,3.3184,0.659,0.9534,0
866,34.64,60.0427,15.0107,pulse_entry,0.344691,granular_texture,0.278527,0.132796,0.170715,0.417961,0.9287,89,3.3391,0.5946,1.0711,0
867,34.68,60.112,15.028,pulse_entry,0.345095,granular_texture,0.24571,0.132993,0.228934,0.392363,0.9258,89,3.3192,0.5537,1.2665,1
868,34.72,60.1813,15.0453,pulse_entry,0.3455,granular_texture,0.227762,0.144355,0.30397,0.323913,0.9178,89,3.2628,0.5352,1.5183,0
869,34.76,60.2507,15.0627,pulse_entry,0.345905,broken_beat,0.219255,0.168002,0.375039,0.237704,0.9076,90,3.3081,0.5329,1.7569,0
870,34.8,60.32,15.08,pulse_entry,0.346311,broken_beat,0.214089,0.202697,0.412165,0.17105,0.8998,92,3.3414,0.5386,1.8817,0
871,34.84,60.3893,15.0973,pulse_entry,0.346718,broken_beat,0.209685,0.245873,0.39825,0.146191,0.897,94,3.3314,0.5482,1.8355,0
872,34.88,60.4587,15.1147,pulse_entry,0.347125,broken_beat,0.208839,0.29794,0.345207,0.148014,0.8974,96,3.2881,0.5653,1.6583,0
873,34.92,60.528,15.132,pulse_entry,0.347532,glassy_arps,0.206371,0.347159,0.266548,0.179923,0.9015,98,3.2916,0.5795,1.3952,1
874,34.96,60.5973,15.1493,pulse_entry,0.34794,glassy_arps,0.19049,0.36417,0.179985,0.265355,0.9119,99,3.3079,0.5656,1.1057,0
875,35.0,60.6667,15.1667,pulse_entry,0.348349,glassy_arps,0.174704,0.362504,0.120942,0.34185,0.9213,99,3.3083,0.5453,0.9083,0
876,35.04,60.736,15.184,pulse_entry,0.348758,granular_texture,0.170809,0.364804,0.093286,0.371101,0.925,99,3.3174,0.5412,0.8161,0
877,35.08,60.8053,15.2013,pulse_entry,0.349168,granular_texture,0.176987,0.368312,0.084739,0.369963,0.925,99,3.3183,0.5501,0.788,0
878,35.12,60.8747,15.2187,pulse_entry,0.349578,glassy_arps,0.196358,0.378077,0.087951,0.337614,0.9213,100,3.327,0.5778,0.7992,0
879,35.16,60.944,15.236,pulse_entry,0.349989,glassy_arps,0.231172,0.394473,0.097035,0.27732,0.9143,100,3.3428,0.627,0.8301,0
880,35.2,61.0133,15.2533,pulse_entry,0.3504,glassy_arps,0.275696,0.404202,0.110432,0.20967,0.9063,101,3.3529,0.6861,0.8754,0
881,35.24,61.0827,15.2707,pulse_entry,0.350812,glassy_arps,0.315098,0.386321,0.132103,0.166478,0.9014,100,3.3395,0.7291,0.9484,0
882,35.28,61.152,15.288,pulse_entry,0.351224,tension_chords,0.340158,0.334095,0.170016,0.155731,0.9003,98,3.3021,0.7421,1.0759,0
883,35.32,61.2213,15.3053,pulse_entry,0.351636,tension_chords,0.353253,0.262411,0.225448,0.158888,0.9008,95,3.315,0.7334,1.2621,0
884,35.36,61.2907,15.3227,pulse_entry,0.35205,tension_chords,0.342543,0.187515,0.273088,0.196854,0.9056,92,3.3078,0.6938,1.4221,0
885,35.4,61.36,15.34,pulse_entry,0.352463,tension_chords,0.309991,0.130839,0.286054,0.273117,0.9149,90,3.282,0.6333,1.466,0
886,35.44,61.4293,15.3573,pulse_entry,0.352877,granular_texture,0.287175,0.101842,0.278133,0.33285,0.9223,89,3.3032,0.5946,1.4399,0
887,35.48,61.4987,15.3747,pulse_entry,0.353292,granular_texture,0.297358,0.095142,0.272407,0.335093,0.9227,88,3.307,0.605,1.4212,0
888,35.52,61.568,15.392,pulse_entry,0.353707,tension_chords,0.33157,0.099288,0.259544,0.309598,0.9199,89,3.3058,0.6492,1.3786,1
889,35.56,61.6373,15.4093,pulse_entry,0.354122,tension_chords,0.386602,0.109322,0.237005,0.267071,0.9149,89,3.3545,0.7215,1.3035,0
890,35.6,61.7067,15.4267,pulse_entry,0.354538,tension_chords,0.459478,0.124487,0.207153,0.208883,0.9082,90,3.4182,0.8179,1.204,0
891,35.64,61.776,15.444,pulse_entry,0.354954,tension_chords,0.531519,0.143523,0.166528,0.158431,0.9023,91,3.4813,0.9146,1.0683,0
892,35.68,61.8453,15.4613,pulse_entry,0.35537,tension_chords,0.574624,0.164108,0.123779,0.13749,0.9,91,3.5198,0.9757,0.9256,0
893,35.72,61.9147,15.4787,pulse_entry,0.355787,tension_chords,0.579524,0.186702,0.099848,0.133926,0.8997,92,3.5258,0.9898,0.8459,0
894,35.76,61.984,15.496,pulse_entry,0.356205,tension_chords,0.548746,0.210683,0.090259,0.150312,0.9019,94,3.5015,0.9597,0.8142,0
895,35.8,62.0533,15.5133,pulse_entry,0.356623,tension_chords,0.485095,0.230322,0.082118,0.202465,0.9083,94,3.4493,0.887,0.7874,0
896,35.84,62.1227,15.5307,pulse_entry,0.357041,tension_chords,0.403951,0.240898,0.073381,0.28177,0.9181,95,3.3822,0.7893,0.7586,0
897,35.88,62.192,15.548,pulse_entry,0.357459,granular_texture,0.333245,0.248286,0.070598,0.347871,0.9262,95,3.3364,0.7035,0.7497,0
898,35.92,62.2613,15.5653,pulse_entry,0.357878,granular_texture,0.300361,0.274261,0.085251,0.340127,0.9254,96,3.3317,0.6714,0.7993,0
899,35.96,62.3307,15.5827,pulse_entry,0.358298,glassy_arps,0.287082,0.314506,0.12174,0.276672,0.918,98,3.3118,0.6689,0.922,0
900,36.0,62.4,15.6,pulse_entry,0.358717,glassy_arps,0.272193,0.350937,0.174541,0.202329,0.9093,100,3.3446,0.6631,1.0993,0
901,36.04,62.4693,15.6173,pulse_entry,0.359137,glassy_arps,0.255088,0.373221,0.232369,0.139322,0.9019,101,3.3654,0.6495,1.2935,0
902,36.08,62.5387,15.6347,pulse_entry,0.359558,glassy_arps,0.24015,0.369208,0.282987,0.107655,0.8983,101,3.3639,0.6294,1.4635,1
903,36.12,62.608,15.652,pulse_entry,0.359978,glassy_arps,0.232334,0.33878,0.321789,0.107097,0.8984,100,3.3399,0.609,1.594,1
904,36.16,62.6773,15.6693,pulse_entry,0.360399,broken_beat,0.231538,0.295847,0.348405,0.12421,0.9007,98,3.3499,0.593,1.6836,0
905,36.2,62.7467,15.6867,pulse_entry,0.360821,broken_beat,0.228049,0.248695,0.344854,0.178402,0.9074,96,3.3488,0.5721,1.6722,0
906,36.24,62.816,15.704,pulse_entry,0.361242,broken_beat,0.221953,0.208714,0.290885,0.278447,0.9196,94,3.3048,0.5505,1.4918,0
907,36.28,62.8853,15.7213,pulse_entry,0.361664,granular_texture,0.213717,0.177282,0.201894,0.407107,0.9352,93,3.4054,0.5292,1.1942,0
908,36.32,62.9547,15.7387,pulse_entry,0.362086,granular_texture,0.200512,0.151472,0.132492,0.515523,0.9484,92,3.4995,0.5037,0.9621,0
909,36.36,63.024,15.756,pulse_entry,0.362509,granular_texture,0.206039,0.147586,0.110881,0.535494,0.951,92,3.5183,0.5092,0.8902,0
910,36.4,63.0933,15.7733,pulse_entry,0.362932,granular_texture,0.243728,0.171689,0.124095,0.460488,0.9422,93,3.4565,0.5648,0.9349,0
911,36.44,63.1627,15.7907,pulse_entry,0.363355,granular_texture,0.290909,0.20519,0.148198,0.355703,0.9298,94,3.3693,0.6355,1.0162,0
912,36.48,63.232,15.808,pulse_entry,0.363778,tension_chords,0.327606,0.231395,0.167172,0.273827,0.9202,96,3.3473,0.6905,1.0802,0
913,36.52,63.3013,15.8253,pulse_entry,0.364202,tension_chords,0.340006,0.242301,0.177619,0.240074,0.9163,96,3.3597,0.7098,1.1156,0
914,36.56,63.3707,15.8427,pulse_entry,0.364626,tension_chords,0.331042,0.244484,0.194062,0.230412,0.9154,96,3.354,0.6994,1.1712,0
915,36.6,63.44,15.86,pulse_entry,0.36505,tension_chords,0.298927,0.237897,0.221712,0.241465,0.9169,96,3.3286,0.6569,1.2643,0
916,36.64,63.5093,15.8773,pulse_entry,0.365474,granular_texture,0.250861,0.222488,0.247034,0.279618,0.9217,95,3.314,0.5914,1.3496,1
917,36.68,63.5787,15.8947,pulse_entry,0.365899,granular_texture,0.210384,0.211313,0.264447,0.313856,0.926,95,3.345,0.5369,1.4084,1
918,36.72,63.648,15.912,pulse_entry,0.366324,granular_texture,0.185953,0.211736,0.2768,0.325511,0.9276,95,3.3568,0.5065,1.4502,0
919,36.76,63.7173,15.9293,pulse_entry,0.366749,granular_texture,0.174538,0.223817,0.286113,0.315532,0.9266,96,3.3502,0.4965,1.4819,0
920,36.8,63.7867,15.9467,pulse_entry,0.367174,broken_beat,0.180317,0.254586,0.290879,0.274218,0.9218,97,3.3312,0.5145,1.4983,0
921,36.84,63.856,15.964,pulse_entry,0.3676,glassy_arps,0.214056,0.313053,0.275686,0.197204,0.9128,100,3.3519,0.5771,1.4479,0
922,36.88,63.9253,15.9813,pulse_entry,0.368026,glassy_arps,0.269398,0.371496,0.22547,0.133635,0.9053,102,3.4035,0.6668,1.2802,0
923,36.92,63.9947,15.9987,pulse_entry,0.368452,glassy_arps,0.329245,0.394639,0.167561,0.108555,0.9025,103,3.4251,0.7497,1.0866,0
924,36.96,64.064,16.016,pulse_entry,0.368878,glassy_arps,0.380633,0.384439,0.124307,0.110621,0.903,103,3.4183,0.8103,0.9422,0
925,37.0,64.1333,16.0333,pulse_entry,0.369304,tension_chords,0.417439,0.358154,0.099113,0.125294,0.9049,102,3.4482,0.8472,0.8583,0
926,37.04,64.2027,16.0507,pulse_entry,0.36973,tension_chords,0.427629,0.31458,0.087134,0.170657,0.9106,100,3.4588,0.8446,0.8186,0
927,37.08,64.272,16.068,pulse_entry,0.370157,tension_chords,0.415636,0.260118,0.081668,0.242578,0.9194,98,3.4505,0.8106,0.8008,0
928,37.12,64.3413,16.0853,pulse_entry,0.370584,tension_chords,0.400551,0.209566,0.078351,0.311531,0.9279,96,3.4396,0.774,0.7901,0
929,37.16,64.4107,16.1027,pulse_entry,0.371011,tension_chords,0.397019,0.171764,0.07812,0.353097,0.933,94,3.4385,0.7564,0.7898,0
930,37.2,64.48,16.12,pulse_entry,0.371438,tension_chords,0.406234,0.146764,0.086138,0.360864,0.9342,93,3.4482,0.7592,0.8171,0
931,37.24,64.5493,16.1373,pulse_entry,0.371865,tension_chords,0.425065,0.13312,0.111868,0.329947,0.9307,93,3.4661,0.7779,0.9038,0
932,37.28,64.6187,16.1547,pulse_entry,0.372293,tension_chords,0.456209,0.131327,0.16915,0.243313,0.9205,93,3.4945,0.8162,1.0962,0
933,37.32,64.688,16.172,pulse_entry,0.37272,tension_chords,0.460276,0.129396,0.254967,0.155361,0.9101,93,3.4998,0.8206,1.3841,0
934,37.36,64.7573,16.1893,pulse_entry,0.373148,tension_chords,0.41714,0.119479,0.343185,0.120195,0.9061,92,3.4651,0.7632,1.6801,0
935,37.4,64.8267,16.2067,pulse_entry,0.373575,broken_beat,0.373122,0.110968,0.403516,0.112394,0.9053,92,3.4554,0.7052,1.8827,0
936,37.44,64.896,16.224,pulse_entry,0.374003,broken_beat,0.351768,0.11116,0.402513,0.134558,0.9082,92,3.4565,0.6786,1.8798,0
937,37.48,64.9653,16.2413,pulse_entry,0.374431,broken_beat,0.336796,0.118949,0.345665,0.198589,0.9161,92,3.41,0.6626,1.6899,0
938,37.52,65.0347,16.2587,pulse_entry,0.374859,tension_chords,0.314426,0.133999,0.270633,0.280941,0.9261,93,3.3854,0.6399,1.439,1
939,37.56,65.104,16.276,pulse_entry,0.375287,granular_texture,0.291323,0.163322,0.20104,0.344315,0.9339,94,3.4127,0.6213,1.2063,1
940,37.6,65.1733,16.2933,pulse_entry,0.375715,granular_texture,0.27497,0.213935,0.146629,0.364467,0.9366,97,3.4317,0.6186,1.0245,0
941,37.64,65.2427,16.3107,pulse_entry,0.376144,granular_texture,0.26632,0.281959,0.11244,0.339281,0.9337,100,3.4122,0.6316,0.9104,0
942,37.68,65.312,16.328,pulse_entry,0.376572,glassy_arps,0.263426,0.352966,0.098723,0.284886,0.9274,103,3.4258,0.6528,0.865,0
943,37.72,65.3813,16.3453,pulse_entry,0.377,glassy_arps,0.265893,0.420998,0.100932,0.212177,0.9189,105,3.4855,0.6797,0.8728,0
944,37.76,65.4507,16.3627,pulse_entry,0.377429,glassy_arps,0.26262,0.472298,0.10698,0.158101,0.9126,108,3.531,0.6936,0.8936,0
945,37.8,65.52,16.38,pulse_entry,0.377857,glassy_arps,0.248229,0.493083,0.108569,0.150119,0.9118,109,3.5506,0.6829,0.8993,0
946,37.84,65.5893,16.3973,pulse_entry,0.378286,glassy_arps,0.233019,0.493024,0.111836,0.162121,0.9135,109,3.5524,0.6638,0.9108,0
947,37.88,65.6587,16.4147,pulse_entry,0.378714,glassy_arps,0.211408,0.454424,0.124023,0.210145,0.9194,107,3.5215,0.6233,0.9521,0
948,37.92,65.728,16.432,pulse_entry,0.379143,glassy_arps,0.184092,0.381294,0.156547,0.278068,0.9278,104,3.4613,0.5636,1.0615,0
949,37.96,65.7973,16.4493,pulse_entry,0.379571,granular_texture,0.159252,0.301346,0.214121,0.32528,0.9336,101,3.4156,0.5045,1.2548,0
950,38.0,65.8667,16.4667,pulse_entry,0.38,granular_texture,0.146062,0.240616,0.275867,0.337454,0.9353,98,3.4278,0.4668,1.4622,0
951,38.04,65.936,16.484,pulse_entry,0.380429,granular_texture,0.148755,0.205657,0.322728,0.322859,0.9337,97,3.4173,0.4579,1.6196,0
952,38.08,66.0053,16.5013,pulse_entry,0.380857,broken_beat,0.166568,0.187502,0.362568,0.283363,0.9292,96,3.453,0.4738,1.7535,1
953,38.12,66.0747,16.5187,pulse_entry,0.381286,broken_beat,0.197265,0.178454,0.394509,0.229772,0.923,96,3.4821,0.509,1.861,1
954,38.16,66.144,16.536,pulse_entry,0.381714,broken_beat,0.239646,0.177008,0.399006,0.18434,0.9177,96,3.4878,0.5615,1.8766,0
955,38.2,66.2133,16.5533,pulse_entry,0.382143,broken_beat,0.287908,0.180983,0.359103,0.172006,0.9164,96,3.4558,0.6232,1.7434,0
956,38.24,66.2827,16.5707,pulse_entry,0.382571,tension_chords,0.335392,0.188036,0.287165,0.189407,0.9187,97,3.4375,0.6851,1.5028,0
957,38.28,66.352,16.588,pulse_entry,0.383,tension_chords,0.366024,0.188638,0.208263,0.237074,0.9246,97,3.4655,0.7236,1.239,0
958,38.32,66.4213,16.6053,pulse_entry,0.383428,tension_chords,0.363194,0.173264,0.14636,0.317182,0.9344,96,3.465,0.7146,1.0321,0
959,38.36,66.4907,16.6227,pulse_entry,0.383856,granular_texture,0.343073,0.153613,0.112139,0.391175,0.9435,95,3.4907,0.6826,0.9179,0
960,38.4,66.56,16.64,pulse_entry,0.384285,granular_texture,0.330537,0.146337,0.097075,0.426051,0.9479,95,3.5222,0.6644,0.8679,0
961,38.44,66.6293,16.6573,pulse_entry,0.384713,granular_texture,0.337418,0.157421,0.091668,0.413493,0.9466,96,3.5134,0.6769,0.8503,0
962,38.48,66.6987,16.6747,pulse_entry,0.385141,tension_chords,0.364265,0.185703,0.093187,0.356845,0.94,97,3.4735,0.7203,0.8558,0
963,38.52,66.768,16.692,pulse_entry,0.385569,tension_chords,0.399168,0.225747,0.106565,0.26852,0.9296,99,3.5051,0.778,0.9011,0
964,38.56,66.8373,16.7093,pulse_entry,0.385997,tension_chords,0.416188,0.263409,0.140632,0.179771,0.9191,100,3.5214,0.8124,1.0157,0
965,38.6,66.9067,16.7267,pulse_entry,0.386425,tension_chords,0.403781,0.285705,0.184605,0.125909,0.9129,101,3.5128,0.8047,1.1635,0
966,38.64,66.976,16.744,pulse_entry,0.386852,tension_chords,0.378034,0.29482,0.219774,0.107373,0.9108,102,3.4928,0.7757,1.2818,0
967,38.68,67.0453,16.7613,pulse_entry,0.38728,tension_chords,0.351333,0.29483,0.245325,0.108512,0.9112,102,3.472,0.7424,1.3678,1
968,38.72,67.1147,16.7787,pulse_entry,0.387707,tension_chords,0.323678,0.283862,0.254971,0.137488,0.9148,101,3.4504,0.7039,1.4006,1
969,38.76,67.184,16.796,pulse_entry,0.388135,tension_chords,0.302186,0.268368,0.24623,0.183216,0.9205,101,3.4341,0.6717,1.3718,0
970,38.8,67.2533,16.8133,pulse_entry,0.388562,tension_chords,0.291544,0.253866,0.222635,0.231955,0.9266,100,3.4269,0.6533,1.2932,0
971,38.84,67.3227,16.8307,pulse_entry,0.388989,tension_chords,0.296357,0.245022,0.192067,0.266554,0.9309,100,3.4329,0.6562,1.1913,0
972,38.88,67.392,16.848,pulse_entry,0.389416,tension_chords,0.320122,0.24365,0.161265,0.274964,0.9321,100,3.455,0.6854,1.0886,0
973,38.92,67.4613,16.8653,pulse_entry,0.389843,tension_chords,0.363872,0.247968,0.135239,0.252921,0.9297,100,3.4941,0.7416,1.0019,0
974,38.96,67.5307,16.8827,pulse_entry,0.39027,tension_chords,0.421098,0.251587,0.118438,0.208876,0.9246,100,3.5446,0.8144,0.9461,0
975,39.0,67.6,16.9,pulse_entry,0.390696,tension_chords,0.47207,0.245099,0.113196,0.169634,0.9201,100,3.5899,0.8759,0.929,0
976,39.04,67.6693,16.9173,pulse_entry,0.391122,tension_chords,0.49718,0.226146,0.116204,0.160471,0.9192,99,3.6131,0.9006,0.9395,0
977,39.08,67.7387,16.9347,pulse_entry,0.391548,tension_chords,0.501415,0.204825,0.121613,0.172147,0.9208,99,3.6186,0.8985,0.9581,0
978,39.12,67.808,16.952,pulse_entry,0.391974,tension_chords,0.472565,0.180828,0.120719,0.225888,0.9274,98,3.596,0.854,0.9556,0
979,39.16,67.8773,16.9693,pulse_entry,0.3924,tension_chords,0.41012,0.156678,0.11722,0.315981,0.9384,97,3.5448,0.7675,0.9443,0
980,39.2,67.9467,16.9867,pulse_entry,0.392826,granular_texture,0.345659,0.140834,0.127279,0.386228,0.947,96,3.5264,0.6814,0.9785,0
981,39.24,68.016,17.004,pulse_entry,0.393251,granular_texture,0.289775,0.130583,0.156348,0.423294,0.9517,96,3.5598,0.6079,1.0763,0
982,39.28,68.0853,17.0213,pulse_entry,0.393676,granular_texture,0.249882,0.127486,0.208686,0.413947,0.9508,96,3.5537,0.557,1.2521,1
983,39.32,68.1547,17.0387,pulse_entry,0.394101,granular_texture,0.226495,0.135131,0.282168,0.356206,0.944,96,3.5065,0.5304,1.4988,0
984,39.36,68.224,17.056,pulse_entry,0.394526,broken_beat,0.215044,0.155439,0.360773,0.268744,0.9337,97,3.5123,0.5232,1.7626,0
985,39.4,68.2933,17.0733,pulse_entry,0.39495,broken_beat,0.209152,0.188209,0.414882,0.187757,0.9242,98,3.5602,0.5273,1.9443,0
986,39.44,68.3627,17.0907,pulse_entry,0.395374,broken_beat,0.204444,0.230797,0.418602,0.146157,0.9194,100,3.5652,0.5363,1.9572,0
987,39.48,68.432,17.108,pulse_entry,0.395798,broken_beat,0.202082,0.282076,0.374364,0.141477,0.919,102,3.5295,0.5513,1.8095,0
988,39.52,68.5013,17.1253,pulse_entry,0.396222,glassy_arps,0.202152,0.338357,0.300724,0.158767,0.9213,105,3.5008,0.5711,1.5633,1
989,39.56,68.5707,17.1427,pulse_entry,0.396645,glassy_arps,0.191046,0.369319,0.20906,0.230575,0.9301,106,3.529,0.5681,1.2567,1
990,39.6,68.64,17.16,pulse_entry,0.397068,glassy_arps,0.172555,0.368332,0.134986,0.324127,0.9415,106,3.53,0.5446,1.009,0
991,39.64,68.7093,17.1773,pulse_entry,0.397491,granular_texture,0.164865,0.368228,0.097015,0.369892,0.9472,106,3.5332,0.535,0.8822,0
992,39.68,68.7787,17.1947,pulse_entry,0.397914,granular_texture,0.167981,0.370843,0.082689,0.378487,0.9485,106,3.5424,0.5398,0.8347,0
993,39.72,68.848,17.212,pulse_entry,0.398336,glassy_arps,0.182923,0.377695,0.082602,0.35678,0.946,107,3.5436,0.5608,0.8349,0
994,39.76,68.9173,17.2293,pulse_entry,0.398758,glassy_arps,0.213543,0.39297,0.090117,0.303369,0.9398,108,3.5585,0.6045,0.8605,0
995,39.8,68.9867,17.2467,pulse_entry,0.399179,glassy_arps,0.257874,0.407923,0.102104,0.232099,0.9315,108,3.5731,0.6651,0.9011,0
996,39.84,69.056,17.264,pulse_entry,0.399601,glassy_arps,0.303179,0.401368,0.120978,0.174475,0.9248,108,3.5694,0.7195,0.9648,0
997,39.88,69.1253,17.2813,pulse_entry,0.400022,glassy_arps,0.334676,0.357972,0.154155,0.153197,0.9224,106,3.5344,0.7436,1.0764,0
998,39.92,69.1947,17.2987,pulse_entry,0.400442,tension_chords,0.353153,0.288547,0.207449,0.15085,0.9223,103,3.5321,0.7424,1.2554,0
999,39.96,69.264,17.316,pulse_entry,0.400863,tension_chords,0.351458,0.209566,0.263925,0.175051,0.9254,100,3.5326,0.7127,1.4451,0
1000,40.0,69.3333,17.3333,pulse_entry,0.401283,tension_chords,0.32327,0.143395,0.290384,0.24295,0.9337,97,3.5105,0.6543,1.5342,0
1001,40.04,69.4027,17.3507,pulse_entry,0.401702,granular_texture,0.291212,0.104322,0.284353,0.320112,0.9432,96,3.5097,0.6005,1.5145,0
1002,40.08,69.472,17.368,pulse_entry,0.402122,granular_texture,0.289462,0.091218,0.276661,0.34266,0.9461,95,3.5307,0.5938,1.4891,0
1003,40.12,69.5413,17.3853,pulse_entry,0.402541,granular_texture,0.317238,0.092613,0.267143,0.323006,0.9439,95,3.5159,0.629,1.4577,1
1004,40.16,69.6107,17.4027,pulse_entry,0.402959,tension_chords,0.366363,0.100776,0.246886,0.285974,0.9397,96,3.5546,0.6932,1.3903,1
1005,40.2,69.68,17.42,pulse_entry,0.403377,tension_chords,0.436787,0.114322,0.218843,0.230048,0.9332,97,3.6163,0.786,1.2968,0
1006,40.24,69.7493,17.4373,pulse_entry,0.403795,tension_chords,0.515246,0.13273,0.181084,0.17094,0.9263,97,3.6848,0.8905,1.1708,0
1007,40.28,69.8187,17.4547,pulse_entry,0.404213,tension_chords,0.57334,0.153961,0.135285,0.137413,0.9224,98,3.7361,0.9706,1.0178,0
1008,40.32,69.888,17.472,pulse_entry,0.40463,tension_chords,0.590598,0.176706,0.102688,0.130008,0.9217,99,3.7526,1.0001,0.9091,0
1009,40.36,69.9573,17.4893,pulse_entry,0.405046,tension_chords,0.571539,0.202176,0.089774,0.136511,0.9227,100,3.7383,0.9852,0.8663,0
1010,40.4,70.0267,17.5067,pulse_entry,0.405462,tension_chords,0.515507,0.224952,0.08188,0.177662,0.9278,101,3.6925,0.9231,0.8403,0
1011,40.44,70.096,17.524,pulse_entry,0.405878,tension_chords,0.435585,0.239653,0.07318,0.251582,0.9369,102,3.6264,0.8284,0.8116,0
1012,40.48,70.1653,17.5413,pulse_entry,0.406293,tension_chords,0.354267,0.245893,0.067323,0.332517,0.9468,102,3.5591,0.7289,0.7925,0
1013,40.52,70.2347,17.5587,pulse_entry,0.406708,granular_texture,0.305802,0.263412,0.075141,0.355645,0.9498,103,3.5622,0.6744,0.8191,0
1014,40.56,70.304,17.576,pulse_entry,0.407123,granular_texture,0.288672,0.301668,0.105125,0.304534,0.9438,105,3.5206,0.6664,0.92,0
1015,40.6,70.3733,17.5933,pulse_entry,0.407537,glassy_arps,0.27483,0.341618,0.154958,0.228594,0.9349,107,3.5539,0.6631,1.0874,0
1016,40.64,70.4427,17.6107,pulse_entry,0.40795,glassy_arps,0.257719,0.370916,0.21458,0.156785,0.9265,108,3.5807,0.652,1.2876,0
1017,40.68,70.512,17.628,pulse_entry,0.408364,glassy_arps,0.240921,0.377516,0.270471,0.111092,0.9212,108,3.5881,0.6333,1.4753,1
1018,40.72,70.5813,17.6453,pulse_entry,0.408776,glassy_arps,0.229737,0.354901,0.314469,0.100893,0.9201,107,3.5707,0.6114,1.6231,1
1019,40.76,70.6507,17.6627,pulse_entry,0.409188,broken_beat,0.227217,0.314384,0.347176,0.111222,0.9216,106,3.566,0.5941,1.7331,0
1020,40.8,70.72,17.68,pulse_entry,0.4096,broken_beat,0.225372,0.266035,0.357325,0.151268,0.9266,104,3.5764,0.5748,1.7676,0
1021,40.84,70.7893,17.6973,pulse_entry,0.410011,broken_beat,0.219266,0.220585,0.321011,0.239138,0.9373,102,3.5474,0.5513,1.6464,0
1022,40.88,70.8587,17.7147,pulse_entry,0.410422,granular_texture,0.212121,0.18543,0.236447,0.366003,0.9527,101,3.5875,0.5301,1.3636,0
1023,40.92,70.928,17.732,pulse_entry,0.410832,granular_texture,0.199258,0.155806,0.150986,0.49395,0.9683,99,3.6981,0.5036,1.0777,0
1024,40.96,70.9973,17.7493,pulse_entry,0.411242,granular_texture,0.193948,0.14118,0.110726,0.554146,0.9757,99,3.7511,0.4918,0.9433,0
1025,41.0,71.0667,17.7667,pulse_entry,0.411651,granular_texture,0.221588,0.156596,0.113902,0.507914,0.9703,100,3.7136,0.5318,0.9544,0
1026,41.04,71.136,17.784,pulse_entry,0.41206,granular_texture,0.27017,0.190402,0.137474,0.401953,0.9578,101,3.6253,0.6044,1.0338,0
1027,41.08,71.2053,17.8013,pulse_entry,0.412468,tension_chords,0.314965,0.222365,0.160612,0.302058,0.946,102,3.5532,0.6715,1.1118,0
1028,41.12,71.2747,17.8187,pulse_entry,0.412875,tension_chords,0.338464,0.240033,0.174334,0.24717,0.9396,103,3.575,0.7071,1.1582,0
1029,41.16,71.344,17.836,pulse_entry,0.413282,tension_chords,0.335723,0.244425,0.187443,0.232408,0.938,103,3.5745,0.7052,1.2025,0
1030,41.2,71.4133,17.8533,pulse_entry,0.413689,tension_chords,0.311454,0.242046,0.214279,0.232221,0.9382,103,3.5557,0.674,1.2929,0
1031,41.24,71.4827,17.8707,pulse_entry,0.414095,granular_texture,0.264347,0.227935,0.242759,0.264959,0.9423,103,3.5179,0.6102,1.3887,0
1032,41.28,71.552,17.888,pulse_entry,0.4145,granular_texture,0.218457,0.213585,0.262735,0.305223,0.9473,102,3.554,0.5478,1.4561,1
1033,41.32,71.6213,17.9053,pulse_entry,0.414905,granular_texture,0.188722,0.209849,0.275861,0.325568,0.9499,102,3.5731,0.5093,1.5005,0
1034,41.36,71.6907,17.9227,pulse_entry,0.415309,granular_texture,0.173695,0.218233,0.285583,0.322489,0.9497,103,3.5722,0.4935,1.5335,0
1035,41.4,71.76,17.94,pulse_entry,0.415712,granular_texture,0.172535,0.241055,0.291959,0.294451,0.9466,104,3.5502,0.5,1.5553,0
1036,41.44,71.8293,17.9573,pulse_entry,0.416115,glassy_arps,0.196263,0.291148,0.2867,0.225889,0.9385,106,3.5492,0.5472,1.5382,0
1037,41.48,71.8987,17.9747,pulse_entry,0.416518,glassy_arps,0.246772,0.356461,0.24723,0.149537,0.9295,109,3.6065,0.6332,1.4064,0
1038,41.52,71.968,17.992,pulse_entry,0.41692,glassy_arps,0.308625,0.395482,0.186465,0.109429,0.9249,110,3.6415,0.7242,1.2033,0
1039,41.56,72.0373,18.0093,pulse_entry,0.417321,glassy_arps,0.36587,0.394892,0.135511,0.103728,0.9244,110,3.6427,0.7955,1.033,0
1040,41.6,72.1067,18.0267,pulse_entry,0.417721,tension_chords,0.410862,0.372713,0.103351,0.113074,0.9257,109,3.6581,0.844,0.9257,0
1041,41.64,72.176,18.044,pulse_entry,0.418121,tension_chords,0.432096,0.333805,0.087104,0.146996,0.93,108,3.6779,0.857,0.8717,0
1042,41.68,72.2453,18.0613,pulse_entry,0.41852,tension_chords,0.425714,0.279712,0.080073,0.214501,0.9383,106,3.6743,0.83,0.8486,0
